,Area,Rooms,Yard,Floors,Owners,Year,Basement,Attic,Garage,Storage,Guest,Price
413,34061,43,0,90,1,1993,1616,6765,534,1,9,3407529.3
414,12881,12,1,68,5,2006,8654,5066,920,1,0,1293712.6
415,48458,82,1,72,6,2002,5447,7360,308,0,6,4851198.2
416,89618,49,1,36,6,2006,4321,9355,752,1,0,8969519.6
417,10369,30,1,68,10,1999,9629,7874,383,0,10,1044857.9
418,21865,24,0,79,5,1993,2324,4385,932,1,3,2191960.3
419,30817,48,0,63,3,2013,2444,9730,961,1,3,3086005.3
420,8808,85,1,37,10,1998,9287,4979,416,0,5,888730.8
421,16006,69,1,26,10,1990,3565,742,405,1,3,1610901.0
422,70517,37,0,1,6,2002,9373,6035,184,1,5,7052408.2
423,55592,68,0,10,6,2021,7719,4694,372,1,0,5564877.1
424,10978,17,0,55,9,2015,9798,2127,481,1,6,1103882.5
425,94388,7,1,81,8,1996,7739,1176,741,0,8,9446167.6
426,18041,90,1,99,8,2006,1064,653,221,1,3,1817658.6
427,18220,91,0,97,4,2013,2604,5842,838,1,2,1833031.3
428,39342,7,1,84,7,1994,1003,2398,385,1,2,3946165.4
429,66570,59,0,2,10,2008,2628,7837,754,1,6,6657976.8
430,34592,100,0,33,7,1994,7356,2228,264,1,5,3465076.4
431,38700,25,1,26,7,1996,5100,5564,956,1,8,3880396.6
432,32060,25,0,97,9,2017,9618,9072,814,0,8,3211741.7
433,8305,86,0,83,9,2001,1648,3165,766,0,4,838488.1
434,40080,50,0,82,8,2018,5973,2871,484,0,0,4011225.8
435,89335,66,1,54,2,2004,9808,4039,425,0,8,8938823.4
436,78546,92,0,84,6,1991,978,3244,530,1,4,7864949.1
437,50066,63,0,67,5,1998,8716,6542,465,0,1,5015729.8
438,37008,61,1,75,3,2013,309,5249,463,0,7,3708694.3
439,32876,98,1,32,9,2008,3289,8595,121,0,8,3299047.8
440,98266,14,1,42,10,1990,6293,8164,1000,0,9,9838529.0
441,53665,66,1,81,3,2002,1788,6553,204,1,8,5379979.2
442,33469,98,1,91,7,2016,6871,4561,293,0,8,3362757.6
443,42578,49,1,23,8,2013,6690,3789,964,1,6,4264812.3
444,64329,25,1,44,5,2019,7313,2455,634,1,5,6436473.9
445,29512,96,0,26,8,2012,6556,9398,170,0,9,2955396.2
446,241,78,0,50,6,2013,4070,7336,962,0,7,29643.3
447,32709,47,1,80,3,2006,2548,2351,162,0,5,3284181.6
448,29271,70,0,98,3,2021,3470,5717,429,0,6,2938810.1
449,15542,19,0,27,7,1996,563,6368,615,0,5,1556824.6
450,94951,52,0,80,4,2014,4121,3981,261,1,3,9498811.4
451,12296,54,1,45,10,2008,1449,8183,127,1,0,1233872.8
452,42390,17,0,96,1,2001,7796,7032,462,1,0,4245306.1
453,2157,22,0,93,4,2021,5209,2362,799,0,9,222104.1
454,70576,66,1,7,7,2013,6411,6596,684,1,9,7061024.3
455,22232,24,0,52,9,2005,135,1819,882,1,8,2230267.5
456,31368,78,1,86,5,2007,6510,4644,682,1,0,3142605.7
457,2713,76,0,19,5,2000,3827,3127,880,1,1,273858.0
458,40939,60,1,6,7,2017,9386,4038,956,0,8,4097363.7
459,84892,59,0,46,10,2007,271,6059,556,1,3,8492982.7
460,43332,60,0,24,5,2002,9557,9617,321,0,4,4336691.2
461,39445,100,0,66,5,1990,1391,4942,992,0,10,3947777.0
462,82032,78,1,64,10,2004,6972,9105,883,1,8,8209534.4
463,813,45,0,15,2,1998,4226,1272,633,0,7,84647.8
464,43432,44,0,34,4,2010,2077,3329,377,0,6,4347238.0
465,80988,34,0,57,10,2015,8135,7450,321,1,10,8104253.5
466,99444,68,1,60,4,2021,5643,4783,834,0,5,9947284.1
467,37618,57,0,45,3,2008,3892,7379,638,1,9,3766350.8
468,63973,18,1,78,10,2002,6770,339,937,1,10,6405935.2
469,99107,54,0,65,4,2018,5522,7622,194,1,3,9916550.8
470,71519,12,0,80,8,2012,9982,6232,800,1,2,7156303.2
471,91841,77,0,14,2,2011,8782,3254,955,0,0,9185367.1
472,28467,98,1,70,6,2019,4314,9569,658,1,10,2855561.9
473,77075,52,1,11,10,2002,1768,9928,430,0,4,7713855.2
474,91776,26,0,72,1,2001,1303,4952,712,1,4,9184100.1
475,69948,45,1,59,3,2017,5632,6000,301,0,3,7006951.7
476,68593,3,1,65,3,2021,5603,9225,540,1,7,6867934.1
477,56774,50,1,23,4,1995,5989,186,469,0,3,5682955.5
478,84577,63,0,64,7,1991,9411,4095,400,0,0,8467175.1
479,78835,77,0,84,6,2002,1071,6437,771,0,1,7887862.2
480,59073,82,0,38,5,2003,8036,9658,303,1,2,5909662.3
481,6704,83,1,59,10,2012,7171,3023,822,1,1,682123.2
482,20968,48,1,6,6,1992,3747,1117,656,1,6,2100783.2
483,64244,20,1,82,9,2021,5461,798,426,0,6,6435074.1
484,54133,1,0,89,3,1993,2192,4801,195,0,2,5426671.3
485,90842,60,1,25,6,1995,3501,8720,152,0,5,9092168.5
486,51780,83,0,88,8,2021,540,4699,879,0,4,5184160.1
487,38722,91,1,22,5,2008,4316,6127,738,0,2,3876450.8
488,51127,85,1,66,2,1996,391,4578,127,0,5,5119947.6
489,31802,100,0,80,3,1990,3049,6665,476,1,10,3184469.0
490,26770,8,1,69,8,2016,6924,6367,940,1,2,2687139.6
491,63839,58,1,2,6,2019,6200,882,302,0,6,6389327.9
492,56181,76,0,98,4,1996,4581,8060,953,0,7,5630006.6
493,91757,82,0,78,4,2012,5258,1106,628,0,6,9182239.2
494,54200,51,0,43,5,2010,9853,858,869,0,3,5423195.0
495,29788,61,0,68,3,2011,6551,5740,782,0,1,2983377.1
496,29180,7,1,1,8,1999,3218,2990,753,1,10,2923248.9
497,30630,62,0,65,5,1996,2190,295,965,1,4,3072463.6
498,81114,23,0,89,2,2007,1629,8207,813,0,9,8118084.7
499,96016,48,0,35,4,1998,269,1613,300,1,1,9605401.8
500,8977,53,0,62,3,2014,5865,7112,250,1,5,905963.4
501,92508,60,0,88,7,2006,1551,4343,271,1,4,9257332.6
502,38804,18,1,45,2,2000,5441,2726,925,0,1,3885083.0
503,34830,92,1,85,4,2003,3930,3923,833,1,2,3488181.3
504,48540,42,0,27,5,2016,5751,8410,489,1,4,4856286.6
505,25680,51,1,11,8,2009,8681,5729,829,1,2,2573981.9
506,73224,66,0,74,3,2021,7771,4695,941,0,3,7330502.1
507,29589,45,1,76,1,2006,3703,2398,130,0,1,2973362.6
508,96469,21,1,13,9,1994,7532,2509,416,0,8,9651382.4
509,35039,19,0,22,2,1994,2052,9163,979,1,3,3511457.4
510,99592,47,1,61,5,1997,9635,3509,360,1,3,9963329.7
511,70433,41,1,1,8,2018,3499,6731,160,0,4,7045037.8
512,73644,18,0,7,4,1998,4485,5615,345,0,4,7365392.8
513,77211,47,0,84,9,2006,5620,7860,554,1,4,7725844.6
514,36429,8,0,29,7,2019,9275,4841,152,0,0,3651244.9
515,90334,44,1,6,1,1990,2390,828,413,1,4,9037622.0
516,51993,59,1,33,10,2013,7531,6585,891,0,6,5208507.3
517,44476,27,0,13,10,2013,9906,3023,101,0,2,4450503.3
518,31661,52,0,18,5,2020,7968,5941,249,1,8,3168722.0
519,68275,93,0,54,6,2020,3586,6606,104,1,6,6833270.0
520,85429,60,1,57,6,2016,1421,6473,405,0,8,8553293.6
521,90162,71,1,27,4,1992,2569,2826,909,1,1,9023922.2
522,81619,82,1,70,5,2014,1562,6165,478,0,10,8173020.4
523,65324,7,0,8,6,2009,9016,2528,549,0,7,6538401.9
524,4368,85,0,29,8,2021,4055,1482,713,1,6,443641.1
525,24525,35,0,73,8,2009,154,530,445,0,6,2461959.9
526,20949,5,1,22,8,2013,3137,6117,747,0,10,2102983.3
527,23609,14,0,68,8,2017,6808,1942,468,0,3,2364571.7
528,68084,35,0,8,3,2009,9896,7245,158,0,9,6809686.9
529,73406,72,1,75,6,2007,6128,116,915,0,2,7351988.7
530,50638,65,1,54,5,2016,4071,2714,916,1,6,5068736.6
531,5457,32,0,12,6,1992,4286,3897,215,1,2,547357.2
532,73337,30,0,5,3,2005,9487,5697,949,0,5,7337758.5
533,95339,87,0,15,4,2003,4878,4810,142,1,3,9535650.3
534,63237,8,1,49,9,2009,6344,7812,197,0,5,6330589.9
535,30831,27,0,13,10,1998,173,6677,966,1,8,3084723.8
536,57897,21,1,96,3,1993,3678,5344,910,0,6,5801637.3
537,87418,73,0,7,1,1995,8759,196,203,1,10,8743030.5
538,20640,17,0,91,9,2015,5011,9512,736,1,0,2073310.5
539,35634,77,0,50,4,1998,8120,9651,462,0,1,3568972.8
540,87156,49,1,44,2,2019,5224,968,798,0,9,8722474.9
541,80556,1,0,54,6,1991,9757,6059,650,1,7,8062244.1
542,70942,36,1,28,9,2019,7964,2118,265,0,3,7102693.9
543,38688,76,1,80,7,2012,5616,6072,155,0,2,3877141.2
544,83937,30,0,85,8,2012,7175,6014,933,0,1,8396191.2
545,92655,54,0,77,4,1996,4932,4411,765,1,4,9267281.6
546,35110,28,1,84,8,1995,9928,699,439,0,0,3526172.5
547,61208,51,1,39,6,2021,4494,71,112,1,10,6126371.1
548,47781,49,0,37,8,1993,6426,3436,993,1,4,4779776.3
549,23737,25,1,11,6,2003,4514,5604,997,0,0,2380599.3
550,83460,34,0,69,5,2017,3231,1741,841,1,10,8347291.7
551,55736,64,1,47,5,2017,5234,5172,672,0,2,5582770.7
552,15429,27,1,46,5,1991,1436,7852,164,0,0,1550188.1
553,74290,38,1,8,6,2006,6893,6800,624,0,10,7433059.6
554,85256,68,0,45,1,2019,2638,7455,403,1,0,8530096.9
555,9380,11,1,97,4,2013,691,8302,754,0,1,945451.3
556,13414,59,1,16,6,2014,6223,571,477,0,5,1350225.4
557,91716,7,1,97,5,2006,9715,8665,352,1,4,9184104.6
558,95828,54,1,62,10,1994,1745,5190,269,1,4,9589468.4
559,98478,7,0,19,7,2007,3514,3090,867,0,2,9852730.7
560,70874,99,1,51,7,2011,6049,3511,428,0,2,7097321.1
561,78217,78,0,73,1,2003,7391,1085,907,0,2,7828401.3
562,81101,65,0,87,4,2017,5698,1807,233,1,4,8118370.7
563,46883,49,0,53,2,2009,9286,4266,845,1,3,4691844.9
564,69319,38,0,89,1,2019,1787,1635,731,0,8,6936067.9
565,95288,45,1,80,1,2010,3179,1201,520,1,2,9543817.0
566,50589,75,0,52,3,2008,3824,8806,185,0,9,5061508.8
567,65155,69,1,46,4,1994,4546,1801,654,0,3,6521547.4
568,6049,99,0,37,7,2000,3872,4019,944,0,8,608869.0
569,25386,30,1,35,10,2001,5449,3239,343,1,8,2543209.1
570,1270,53,0,66,8,1991,6093,4476,618,0,6,131117.1
571,88561,37,1,49,4,1994,4582,9155,726,1,1,8860454.4
572,71676,13,1,49,7,2009,1318,544,283,1,6,7178514.9
573,82016,15,0,93,4,2014,839,3501,680,0,9,8211272.4
574,21698,75,1,59,1,2001,518,7075,331,0,2,2179801.1
575,476,14,0,52,4,2019,6630,6204,880,1,6,57103.9
576,16114,98,1,25,2,2020,3474,1546,460,1,1,1620468.0
577,55707,7,0,33,7,2014,9279,1236,417,1,3,5573001.4
578,53633,48,1,43,3,2010,6352,4931,774,0,6,5370339.0
579,29578,2,0,5,4,2003,9253,949,489,0,9,2959100.3
580,51757,95,0,23,6,2009,9496,8665,943,1,6,5178222.9
581,80386,41,1,4,10,1994,9196,7861,521,0,3,8045146.4
582,60136,32,0,54,3,1995,8341,4965,152,1,4,6020434.5
583,15850,99,0,96,3,2010,5326,8976,501,0,1,1596900.0
584,29362,2,0,44,1,2000,1979,5794,424,1,9,2940727.0
585,60366,51,0,26,9,2005,8647,6470,687,0,2,6042370.5
586,9167,32,1,69,3,1994,6444,8319,219,1,7,923577.4
587,18586,93,0,16,5,1997,7588,3667,324,1,8,1862622.7
588,69443,27,0,30,7,1993,7624,1278,294,1,1,6947198.3
589,21015,37,1,97,6,1993,2865,4679,527,0,9,2107213.3
590,79337,83,0,70,9,2016,9559,9783,918,1,5,7940161.6
591,84947,54,0,68,7,2014,1588,6315,675,1,1,8498951.4
592,99665,16,1,52,9,1990,136,5779,392,1,9,9976093.0
593,25493,31,0,97,4,2017,6999,2669,187,1,3,2555724.7
594,50580,57,1,76,4,2008,1593,7912,678,1,1,5072667.8
595,71040,40,0,49,3,2015,6467,6178,644,0,6,7110801.5
596,63320,3,1,3,2,1993,4182,5340,126,0,8,6338701.3
597,50465,68,0,62,6,1994,3513,3635,401,1,3,5051447.4
598,65919,40,1,82,4,2013,8500,2426,707,1,1,6596228.3
599,76489,43,0,27,7,1992,2458,5949,601,1,8,7655928.2
600,50093,89,0,5,1,2009,6873,7662,536,0,10,5013597.9
601,50118,80,1,76,1,1998,7483,8194,687,0,0,5016630.8
602,25309,28,1,53,6,2012,923,821,358,0,9,2535294.2
603,98191,17,1,77,5,2020,6782,4950,660,0,4,9828436.0
604,1607,10,1,46,6,2004,8175,3264,923,1,9,167249.4
605,4410,37,1,37,5,2004,9410,5772,326,1,7,444238.4
606,2374,41,1,85,3,2018,6959,1546,804,1,5,249562.8
607,94990,23,0,47,2,2018,2531,8669,725,0,9,9504433.8
608,18281,9,1,76,3,2016,9815,140,343,0,4,1840231.6
609,64879,80,0,12,4,2021,5685,6810,914,1,1,6491104.1
610,54812,88,0,27,7,1990,8509,8693,823,0,7,5482093.0
611,605,29,1,66,2,2005,2938,7209,656,0,2,71250.5
612,27253,19,1,81,5,2010,9476,7523,464,1,1,2736783.0
613,17357,42,0,20,5,1998,5688,9409,221,0,4,1738079.8
614,54097,26,0,98,9,2016,6986,8792,181,0,5,5416865.6
615,95281,22,1,8,10,1990,5252,4489,537,0,1,9533000.0
616,69440,90,0,76,9,2004,3678,1227,520,0,2,6950509.4
617,44395,1,1,1,5,2012,8789,9504,685,1,3,4443692.2
618,48270,60,1,85,10,2010,6828,3382,935,0,6,4838349.0
619,30572,24,0,56,9,2008,171,2208,401,1,2,3058110.8
620,63719,35,0,25,1,1992,2342,121,794,1,0,6375632.2
621,45827,61,1,60,7,2006,2199,5768,240,1,6,4590725.6
622,70488,61,1,35,7,2020,7391,5950,345,0,10,7054483.0
623,79822,67,1,30,5,2003,5413,615,706,1,2,7987847.3
624,27171,63,1,93,7,1997,1981,546,681,1,9,2724534.7
625,58330,58,1,2,7,1992,473,781,186,1,10,5837640.2
626,87826,10,1,45,8,1997,5553,9640,711,1,2,8790247.7
627,49389,13,0,10,1,1993,8664,1479,646,1,6,4940959.3
628,56931,60,1,91,7,1994,3285,9889,905,1,5,5704458.4
629,66503,73,1,13,2,1990,6051,5240,137,0,1,6655758.0
630,88112,77,0,68,3,2021,9760,6910,882,0,6,8813820.1
631,43587,83,0,26,9,2005,8824,818,591,1,3,4360172.5
632,86152,44,0,48,3,1992,8176,5399,500,0,1,8619787.2
633,81573,98,1,57,1,1992,808,9366,749,0,10,8163076.2
634,72599,43,0,23,3,2007,4841,6701,315,1,0,7262443.7
635,43876,42,0,43,7,1993,1242,9300,496,1,3,4388329.3
636,10040,100,1,98,3,1994,6306,9604,396,0,8,1010790.4
637,40177,38,0,12,6,1991,5711,9268,172,1,10,4019219.1
638,21703,86,1,90,4,2019,843,8090,802,0,6,2183649.9
639,57236,87,0,96,4,2020,7873,4091,146,1,1,5730262.0
640,17863,1,1,33,8,2009,7268,797,774,1,5,1795013.9
641,85272,89,1,34,9,2005,7286,9107,359,1,3,8531221.5
642,91931,38,1,42,8,2016,3013,28,139,0,4,9197803.6
643,29411,26,1,53,9,2017,1681,8610,181,1,1,2948395.7
644,37163,4,0,22,5,2014,9497,799,136,0,1,3718311.4
645,26440,41,0,58,7,2016,5613,1327,132,0,5,2651410.6
646,9868,89,0,53,1,2003,4813,7765,549,0,3,992632.3
647,55250,31,1,3,3,1995,9389,8427,568,0,4,5534691.5
648,1121,9,1,80,1,1990,2530,93,389,1,8,126775.0
649,26528,31,1,49,5,2012,190,1931,788,1,2,2660108.2
650,18362,100,1,33,4,2019,5521,1537,241,1,6,1842236.9
651,40581,99,1,82,7,2008,5782,1627,428,0,10,4068225.8
652,89084,34,1,9,5,2010,4675,5204,570,1,1,8911966.0
653,90643,77,1,55,7,2012,4659,149,780,0,1,9074993.2
654,70868,70,1,39,8,2005,821,8503,348,0,1,7096273.5
655,17252,90,0,23,9,2000,3183,1757,357,0,10,1726850.0
656,45647,17,1,100,4,2019,3554,9429,713,0,6,4580938.9
657,64654,34,1,33,5,1992,4245,6313,563,0,3,6471114.2
658,87668,58,0,56,7,2017,9625,7161,590,1,6,8769343.7
659,97688,60,0,25,9,1990,8847,4009,158,1,0,9775672.0
660,5468,75,1,78,7,2002,375,6527,976,1,9,553320.2
661,63509,72,0,53,1,2006,6679,3062,591,0,0,6356517.6
662,98262,60,0,14,9,2001,1889,9650,660,1,0,9827936.1
663,67735,36,0,24,5,2020,3289,3015,113,0,2,6777979.0
664,19728,97,1,85,8,2018,4778,5706,289,1,2,1977828.8
665,39191,71,0,21,9,2011,142,121,633,1,10,3921295.1
666,34585,34,0,99,2,2018,9137,9141,675,1,6,3471454.8
667,56666,13,0,63,9,2000,6911,7146,543,1,9,5671002.0
668,4920,96,1,67,9,1993,681,8825,598,0,2,498937.3
669,23043,69,0,55,10,2007,9610,4996,971,0,10,2309235.7
670,86042,64,1,7,3,2010,438,1066,466,0,8,8610684.0
671,84978,63,1,65,10,1990,9649,8176,212,0,9,8508647.0
672,66940,95,0,16,7,2016,691,803,118,1,7,6700142.6
673,69592,68,1,10,8,2000,6283,7414,811,0,7,6964235.0
674,46558,52,0,28,5,2009,3828,8690,102,0,10,4663394.9
675,30925,18,1,83,4,2016,747,8698,218,0,3,3104280.6
676,39975,97,0,72,8,2016,2361,3900,452,0,8,4005185.6
677,8808,9,1,15,9,2014,7170,1020,397,1,7,887645.4
678,7131,88,1,20,10,2005,231,7750,120,1,4,719772.5
679,49063,35,0,81,5,1991,9416,7968,972,0,7,4909260.1
680,79093,89,1,63,9,2014,2848,6813,533,0,9,7915505.4
681,95157,76,0,86,2,2002,8416,2820,798,1,6,9527400.2
682,43412,3,1,68,5,2010,911,3354,936,1,3,4352882.0
683,23127,72,1,98,4,1995,7989,4396,237,0,8,2327821.5
684,63397,52,1,17,8,2003,9719,1441,360,0,3,6344621.3
685,6078,67,0,22,6,2004,2248,6723,161,1,0,614702.4
686,70367,63,1,19,1,2015,8131,2786,635,1,0,7043100.5
687,31471,3,0,34,3,2020,6093,5977,687,1,5,3149214.0
688,84503,53,1,10,6,2004,1017,9932,332,0,4,8455991.4
689,25661,18,0,10,6,2004,1752,1062,240,1,2,2567320.4
690,65823,2,0,40,3,1999,5338,3077,655,1,10,6587187.9
691,40351,20,0,21,7,2006,2129,765,732,1,5,4037323.6
692,65816,36,0,56,6,1999,510,1702,523,1,6,6590874.9
693,9897,83,1,55,7,1997,4632,3724,373,1,3,997040.7
694,74556,36,1,30,5,2021,8074,2048,729,1,0,7461430.1
695,77324,66,0,96,1,2000,2278,126,726,1,0,7746689.0
696,19054,27,1,64,10,2017,9531,8510,968,0,3,1915949.7
697,19467,61,0,69,10,1995,7723,6060,425,1,2,1953949.5
698,23917,57,0,92,2,1992,7268,1683,272,1,6,2396597.2
699,27581,56,0,54,2,2008,131,2535,271,0,9,2763880.8
700,7021,94,1,18,9,1998,8494,6333,431,1,1,707889.8
701,86898,10,1,54,5,2007,2837,1571,633,0,5,8700597.7
702,35752,37,1,88,9,2004,4770,7965,593,0,5,3584645.4
703,80254,5,0,84,1,2004,4601,2359,312,1,4,8032718.4
704,43729,50,1,78,4,1990,6886,3231,213,0,3,4386441.0
705,14296,27,1,21,2,1991,1023,85,690,1,10,1438655.1
706,60263,14,0,29,5,2002,4041,3152,955,0,6,6027298.2
707,56348,39,1,64,6,1993,7815,8344,100,0,4,5645570.3
708,20462,4,0,27,3,1999,7946,6870,725,0,9,2051424.9
709,35966,4,0,35,8,2009,9879,1244,276,0,3,3600448.9
710,23790,55,1,70,9,1997,113,3842,725,0,6,2387891.7
711,62563,35,1,66,6,1994,6669,3384,351,1,7,6268203.4
712,74693,98,1,57,3,1997,5655,5743,386,1,8,7476380.7
713,69815,68,1,96,3,2001,4764,3233,382,1,8,6994868.1
714,31372,70,0,71,6,2000,9133,223,952,0,1,3141888.0
715,47377,91,1,12,4,2015,6751,7894,158,1,4,4742430.5
716,21748,5,0,29,6,1991,6703,5408,812,0,10,2180962.1
717,74938,28,0,31,10,2020,23,7515,670,0,6,7496677.0
718,84747,97,0,86,7,2014,7441,7366,404,0,7,8483566.4
719,52843,75,1,50,7,2004,5877,1381,358,1,3,5291087.4
720,94638,50,0,32,10,2014,8047,7968,870,1,10,9465407.4
721,57035,7,0,24,2,1998,21,9711,657,1,7,5710846.8
722,10031,44,1,2,10,2004,3770,6933,576,0,0,1007605.4
723,87362,50,0,25,3,1995,3967,1233,268,0,7,8743936.5
724,50571,39,1,24,10,1998,4018,3591,631,1,0,5063431.8
725,69918,32,1,11,5,2005,2569,9077,758,1,2,6995676.5
726,42217,74,1,83,7,2009,752,2812,710,0,5,4228208.9
727,76907,10,0,87,10,1997,8945,1203,142,1,10,7694726.7
728,15500,92,0,98,7,2020,9577,8084,255,0,7,1554517.0
729,53304,47,1,79,3,2012,3069,4872,541,0,2,5337897.2
730,1973,1,1,21,9,2000,2316,2875,932,0,9,201809.0
731,91112,51,1,9,2,1991,7857,2079,948,0,1,9121414.1
732,76204,60,1,8,5,1990,3727,901,540,1,7,7628150.0
733,97471,74,1,90,7,2013,7429,7552,629,0,6,9756243.3
734,88887,9,1,28,7,1995,9176,7863,956,1,7,8897254.5
735,38490,14,1,8,3,2017,9018,3808,825,0,3,3853460.7
736,72450,63,1,71,10,2008,4116,481,787,0,9,7250244.8
737,88367,5,0,7,1,2018,8489,8246,430,0,7,8837449.8
738,30782,99,1,48,5,2020,9701,2104,783,0,9,3082971.0
739,5033,58,0,28,6,1991,749,123,279,1,8,508665.1
740,26519,33,1,42,1,2014,4604,4404,651,1,1,2656599.4
741,65934,29,1,51,7,2007,7680,5657,721,1,0,6597942.7
742,98106,98,0,3,6,1992,8617,2299,616,0,1,9811465.2
743,6577,9,0,68,7,2006,9468,4696,604,0,4,662852.6
744,18250,16,0,82,10,2011,7751,6127,565,1,2,1829113.1
745,40783,48,0,80,8,1992,9162,9271,838,0,10,4086725.2
746,33156,15,0,43,3,1994,2108,4092,696,0,3,3323470.4
747,47523,89,0,89,3,2006,526,9988,142,0,10,4760526.6
748,79604,30,0,4,3,2016,9575,2906,909,0,2,7965563.6
749,95762,64,1,63,10,2004,5198,6277,882,1,2,9583086.4
750,31317,91,1,25,2,1995,2463,3454,543,1,5,3142581.5
751,788,53,0,53,4,2014,8046,3187,973,1,8,82042.4
752,41188,30,1,62,9,2012,33,7475,361,1,1,4122637.2
753,62282,35,0,44,1,2010,80,5415,139,1,10,6229623.0
754,45979,46,0,2,5,2004,7620,4487,571,0,6,4600373.4
755,35828,77,0,3,6,1998,795,4716,811,1,1,3583375.8
756,84540,21,0,64,3,2007,5869,6101,145,0,2,8455482.7
757,70288,78,1,28,9,2011,1864,4125,706,1,7,7034567.1
758,44681,63,1,80,7,1995,9413,3951,537,0,1,4480399.5
759,8856,96,1,38,7,1996,4044,4557,770,1,3,895829.6
760,45730,11,0,99,9,1998,1919,9706,116,0,10,4583276.8
761,59478,22,0,68,8,1992,3355,2456,253,1,8,5950543.2
762,31692,7,1,36,4,2007,1694,20,489,0,2,3172857.7
763,58737,66,1,62,3,2014,8827,7728,224,1,0,5882539.4
764,32100,79,0,39,5,2017,1482,9856,932,0,6,3213786.7
765,67663,1,1,49,10,2014,7856,4653,725,1,2,6775397.4
766,59810,64,0,56,10,2016,5202,8160,445,0,1,5991500.6
767,86186,85,0,36,8,2010,2790,2939,539,1,6,8620785.0
768,38030,53,0,4,2,1990,7981,841,564,0,2,3803961.0
769,48331,2,1,42,8,2019,2820,3403,112,0,9,4839984.9
770,27856,34,0,98,1,2016,7117,6509,194,0,9,2795386.6
771,70976,84,1,44,7,2018,9962,8030,544,1,4,7101406.8
772,90180,91,1,63,5,2014,9500,2033,800,0,8,9023962.4
773,54646,10,1,98,4,2017,4716,7795,383,0,10,5479242.7
774,42024,72,0,9,10,2003,4645,9349,430,1,9,4205806.3
775,8969,72,1,92,3,2013,781,7703,627,1,9,908919.3
776,38926,58,1,7,2,2007,5001,1326,729,0,6,3902208.7
777,80419,55,0,31,5,1998,1333,1081,465,1,3,8043741.8
778,5585,61,1,76,10,2019,6421,3418,926,0,5,564773.9
779,91651,97,1,95,8,2016,9071,9895,175,1,9,9172889.6
780,5443,17,0,39,7,2000,7932,4945,716,1,3,549119.0
781,15355,1,1,30,4,1992,6587,200,551,1,10,1544783.2
782,6963,11,0,65,1,1995,2829,230,589,0,2,703519.5
783,77261,32,0,18,6,1997,5565,2696,640,1,5,7727179.7
784,26694,68,0,72,2,1994,7808,1266,852,0,4,2672253.4
785,79744,36,1,50,8,2012,1480,4074,108,1,0,7979395.2
786,32084,20,1,71,8,2015,2309,4071,851,1,10,3214809.5
787,93703,46,1,56,1,2018,9314,6659,546,1,6,9377879.8
788,78984,62,1,89,9,2014,1199,9487,165,1,2,7910102.4
789,369,25,0,92,10,2003,9608,4027,419,1,7,39316.3
790,10697,16,0,95,8,2009,1114,4627,256,1,7,1074445.9
791,13349,65,0,18,3,2004,6039,7110,602,1,4,1339458.4
792,25791,74,0,10,10,2015,716,4892,302,0,5,2582155.5
793,96687,11,1,61,6,2016,9115,9092,806,1,5,9676763.6
794,41083,69,1,62,6,2017,4279,1984,683,0,10,4114499.7
795,63078,38,1,35,1,2005,5369,2732,769,1,2,6316522.5
796,33935,12,0,86,4,2015,7274,2699,626,0,0,3400557.5
797,30104,88,0,88,7,1996,3551,4051,577,1,5,3016757.6
798,44414,70,0,94,1,2003,8675,4871,933,1,0,4449908.3
799,95116,9,1,28,8,2000,4404,1523,436,1,3,9518424.0
800,16996,89,1,52,2,2005,7922,3316,956,1,8,1708754.5
801,15290,77,0,97,3,2009,4588,9960,218,1,8,1533827.9
802,57562,87,0,7,5,2018,6694,7664,388,0,9,5756919.8
803,22786,23,0,81,5,1991,1188,7958,107,1,6,2281031.1
804,84540,46,1,66,8,1990,817,6063,635,0,4,8459024.0
805,41168,99,0,11,6,1992,5717,1821,888,0,9,4123023.2
806,33622,77,0,73,5,2014,8902,8490,340,0,1,3371927.4
807,66878,22,0,41,5,2016,1400,8825,763,0,2,6692131.6
808,9815,96,1,24,2,2010,6449,5162,201,0,6,989932.0
809,81392,34,0,10,8,2009,3061,6494,772,1,3,8143562.9
810,95375,30,1,37,1,1998,927,2844,534,1,9,9545994.8
811,29917,70,1,39,9,2011,1566,278,480,0,5,2998840.1
812,16336,76,0,11,8,2008,9709,1219,415,0,1,1636600.8
813,90836,97,0,40,2,2011,2770,8991,149,0,7,9086961.1
814,60244,35,1,47,10,1995,1418,923,344,0,7,6034513.5
815,43030,81,1,85,10,2010,1104,3332,978,1,10,4310671.0
816,5504,11,1,76,4,1990,9447,4528,841,0,2,559951.0
817,37620,55,0,51,8,1994,8318,6950,160,1,8,3764885.4
818,6313,18,1,74,6,2004,4979,3989,647,0,7,640633.4
819,52251,53,0,10,10,2005,5751,7522,969,1,8,5231126.5
820,75749,81,1,30,3,2020,5132,1182,523,1,5,7579803.0
821,31113,93,1,93,2,2020,891,7228,414,0,10,3122972.0
822,18972,70,1,3,3,2010,8253,1477,618,0,4,1902042.0
823,28769,22,1,80,10,2021,6686,5731,546,1,2,2881959.1
824,44539,24,0,23,4,2007,3795,7571,595,0,2,4454837.7
825,17643,18,0,1,8,2004,755,4070,966,1,8,1765047.4
826,52079,71,0,97,10,1995,6737,2303,196,1,10,5217238.5
