age,job,marital,education,balance,housing,loan,day,month,duration,contact_count,previous,outcome
48,blue-collar,single,secondary,44,1,0,6,5,153,1,0,0
60,retired,married,secondary,15,0,0,6,5,80,1,0,0
26,admin.,single,secondary,712,1,0,6,5,232,1,0,0
58,retired,married,secondary,5435,1,0,6,5,118,1,0,0
34,admin.,married,secondary,507,1,0,6,5,190,1,0,0
55,unemployed,divorced,secondary,387,1,0,6,5,918,1,0,1
41,blue-collar,married,primary,0,1,1,6,5,238,1,0,0
50,management,divorced,secondary,1716,1,0,6,5,82,1,0,0
49,entrepreneur,married,secondary,167,1,1,6,5,198,3,0,0
44,blue-collar,married,primary,148,1,0,6,5,211,1,0,0
31,technician,married,secondary,17,1,1,6,5,120,1,0,0
34,blue-collar,single,tertiary,1011,1,0,6,5,136,1,0,0
42,management,married,tertiary,744,0,0,6,5,157,1,0,0
52,admin.,married,secondary,484,1,0,6,5,128,1,0,0
29,management,single,tertiary,0,1,0,6,5,211,1,0,0
53,retired,married,primary,136,1,0,6,5,267,2,0,0
43,blue-collar,married,secondary,1335,1,0,6,5,371,2,0,0
38,management,married,secondary,517,1,0,6,5,288,2,0,0
46,management,married,tertiary,459,1,0,6,5,221,1,0,0
30,admin.,divorced,secondary,83,1,1,6,5,310,1,0,0
44,blue-collar,married,primary,213,0,0,6,5,158,1,0,0
31,housemaid,married,primary,203,1,0,6,5,604,3,0,0
42,services,single,secondary,518,1,0,6,5,198,1,0,0
40,management,single,tertiary,3877,1,0,6,5,145,1,0,0
52,admin.,married,secondary,1236,1,0,6,5,247,1,0,0
45,blue-collar,divorced,secondary,756,1,0,6,5,179,2,0,0
48,blue-collar,married,secondary,157,1,0,6,5,73,1,0,0
45,blue-collar,married,primary,-66,1,0,6,5,263,2,0,0
34,blue-collar,married,primary,-144,1,0,6,5,79,2,0,0
46,blue-collar,married,secondary,71,1,0,6,5,416,1,0,0
49,services,divorced,secondary,505,1,0,6,5,162,1,0,0
50,technician,married,primary,249,1,0,6,5,129,1,0,0
34,admin.,single,secondary,0,1,0,6,5,150,1,0,0
40,unemployed,single,secondary,11,1,0,6,5,43,1,0,0
36,admin.,married,secondary,639,1,0,6,5,191,1,0,0
45,blue-collar,married,secondary,82,1,0,6,5,250,1,0,0
36,self-employed,married,tertiary,107,1,0,6,5,146,1,0,0
56,services,married,secondary,473,1,0,6,5,416,1,0,0
42,services,divorced,secondary,372,1,1,6,5,121,2,0,0
30,admin.,married,secondary,46,1,0,6,5,114,2,0,0
30,student,single,tertiary,34,1,0,6,5,289,1,0,0
33,blue-collar,married,secondary,-10,1,0,6,5,123,1,0,0
36,admin.,married,secondary,-106,1,0,6,5,130,2,0,0
39,services,divorced,primary,471,1,0,6,5,161,2,0,0
56,admin.,divorced,secondary,778,1,0,6,5,149,2,0,0
42,technician,married,secondary,315,1,0,6,5,259,2,0,0
52,blue-collar,married,secondary,3165,0,0,6,5,26,1,0,0
36,admin.,divorced,secondary,131,1,0,6,5,153,1,0,0
35,entrepreneur,married,secondary,204,1,0,6,5,424,2,0,0
47,technician,married,secondary,83,1,0,6,5,179,2,0,0
59,services,divorced,secondary,0,1,1,6,5,97,1,0,0
57,blue-collar,married,primary,5431,1,1,6,5,383,1,0,0
46,unemployed,married,secondary,-125,1,0,6,5,23,1,0,0
34,blue-collar,married,secondary,0,0,0,6,5,195,1,0,0
28,services,single,secondary,5090,1,0,6,5,1297,3,0,1
56,blue-collar,married,secondary,1602,1,0,6,5,427,1,0,0
41,blue-collar,single,primary,-137,1,1,6,5,189,1,0,0
54,services,married,secondary,193,0,0,6,5,179,1,0,0
61,retired,married,secondary,195,1,1,6,5,179,1,0,0
53,entrepreneur,married,secondary,288,0,0,6,5,69,1,0,0
47,technician,married,secondary,19,1,0,6,5,105,2,0,0
53,blue-collar,married,primary,25,1,0,6,5,266,3,0,0
46,services,married,secondary,216,1,0,6,5,524,2,0,0
39,blue-collar,divorced,primary,190,1,1,6,5,96,2,0,0
56,technician,divorced,secondary,99,1,0,6,5,155,2,0,0
55,services,divorced,primary,2298,1,0,6,5,162,2,0,0
44,management,married,tertiary,17,1,0,6,5,352,2,0,0
37,technician,married,primary,0,1,0,6,5,76,4,0,0
35,blue-collar,married,primary,0,1,0,6,5,154,2,0,0
55,blue-collar,married,secondary,840,1,0,6,5,310,2,0,0
37,services,married,secondary,358,1,0,6,5,390,3,0,0
30,technician,single,secondary,0,1,0,6,5,369,1,0,0
37,blue-collar,married,primary,-325,1,1,6,5,112,2,0,0
36,technician,single,secondary,-15,1,0,6,5,341,3,0,0
38,technician,married,secondary,581,1,0,6,5,79,1,0,0
41,admin.,divorced,primary,4070,1,0,6,5,140,2,0,0
48,retired,married,secondary,74,0,1,6,5,315,1,0,0
55,services,divorced,secondary,141,1,0,6,5,262,2,0,0
28,services,divorced,secondary,89,0,0,6,5,174,2,0,0
54,services,married,secondary,0,1,0,6,5,138,3,0,0
30,blue-collar,married,secondary,450,0,0,6,5,526,2,0,0
48,technician,married,tertiary,310,0,0,6,5,135,1,0,0
31,self-employed,married,secondary,0,1,0,6,5,36,5,0,0
38,blue-collar,married,secondary,384,1,0,6,5,1906,3,0,0
37,blue-collar,married,secondary,395,1,0,6,5,219,2,0,0
56,blue-collar,married,primary,5,1,1,6,5,407,2,0,0
51,blue-collar,married,secondary,50,1,1,6,5,121,1,0,0
39,blue-collar,married,secondary,285,1,1,6,5,209,1,0,0
51,blue-collar,married,primary,653,1,1,6,5,208,1,0,0
43,self-employed,married,secondary,918,1,0,6,5,193,1,0,0
32,services,married,secondary,243,1,1,6,5,144,1,0,0
29,technician,single,tertiary,405,1,0,6,5,65,1,0,0
48,management,divorced,tertiary,1328,1,0,6,5,339,1,0,0
55,services,married,primary,255,1,0,6,5,285,1,0,0
53,blue-collar,married,secondary,3397,1,0,6,5,231,1,0,0
39,management,married,tertiary,2877,1,0,6,5,278,1,0,0
31,blue-collar,single,tertiary,60,1,1,6,5,389,1,0,0
39,blue-collar,married,primary,2226,1,0,6,5,158,1,0,0
40,blue-collar,married,primary,2880,1,0,6,5,145,2,0,0
48,technician,married,secondary,147,0,0,6,5,142,3,0,0
33,technician,divorced,secondary,7,1,1,6,5,87,1,0,0
40,technician,married,secondary,109,1,0,6,5,147,2,0,0
59,retired,married,primary,-119,1,0,6,5,289,1,0,0
30,technician,married,secondary,484,1,0,6,5,703,1,0,1
31,management,single,tertiary,1852,1,0,6,5,170,3,0,0
35,unemployed,married,secondary,533,1,0,6,5,802,1,0,0
54,technician,divorced,secondary,21,1,0,6,5,381,2,0,0
32,technician,married,secondary,90,1,1,6,5,57,2,0,0
32,admin.,single,tertiary,395,1,0,6,5,241,3,0,0
42,blue-collar,married,primary,15,1,0,6,5,230,1,0,0
33,services,married,tertiary,85,0,0,6,5,262,3,0,0
52,entrepreneur,married,tertiary,-184,1,1,6,5,392,2,0,0
52,services,married,secondary,660,0,0,6,5,201,2,0,0
52,blue-collar,divorced,primary,-183,1,0,6,5,145,1,0,0
30,unemployed,divorced,secondary,1144,1,0,6,5,252,1,0,0
44,services,divorced,secondary,1,1,0,6,5,235,4,0,0
35,admin.,married,secondary,69,1,1,6,5,235,2,0,0
55,management,single,secondary,220,1,0,6,5,328,2,0,0
33,blue-collar,married,primary,332,1,0,6,5,116,2,0,0
37,blue-collar,single,secondary,240,1,0,6,5,246,1,0,0
42,technician,single,secondary,0,1,0,6,5,293,1,0,0
43,unemployed,married,secondary,0,1,0,6,5,37,2,0,0
38,entrepreneur,married,tertiary,898,1,0,6,5,132,2,0,0
37,technician,married,secondary,123,1,1,6,5,530,2,0,0
31,student,single,secondary,252,1,0,6,5,175,3,0,0
41,management,married,tertiary,65,1,0,6,5,524,2,0,0
41,technician,married,secondary,-366,1,1,6,5,29,3,0,0
29,student,single,secondary,209,1,0,6,5,311,2,0,0
38,admin.,single,secondary,221,1,0,6,5,211,2,0,0
44,self-employed,divorced,tertiary,4,1,0,6,5,312,3,0,0
39,admin.,married,secondary,104,1,0,6,5,412,1,0,0
28,technician,single,secondary,312,1,0,6,5,392,1,0,0
33,blue-collar,married,secondary,-349,1,0,6,5,191,1,0,0
40,blue-collar,married,primary,-322,1,1,6,5,144,1,0,0
29,admin.,married,secondary,-150,1,0,6,5,328,1,0,0
32,admin.,married,tertiary,281,1,0,6,5,226,1,0,0
45,services,married,secondary,1259,1,0,6,5,507,1,0,0
33,admin.,single,secondary,101,1,0,6,5,392,1,0,0
34,blue-collar,married,secondary,848,1,0,6,5,684,2,0,0
41,blue-collar,married,secondary,140,1,0,6,5,311,3,0,0
35,admin.,single,secondary,148,1,0,6,5,128,2,0,0
40,technician,single,secondary,200,1,0,6,5,322,2,0,0
60,self-employed,married,primary,46,1,0,6,5,202,4,0,0
47,services,divorced,secondary,201,1,0,6,5,92,2,0,0
46,blue-collar,married,primary,530,1,0,6,5,739,3,0,0
31,blue-collar,single,secondary,0,1,0,6,5,273,2,0,0
49,self-employed,married,secondary,1,1,0,6,5,260,3,0,0
29,blue-collar,married,secondary,43,1,0,6,5,268,2,0,0
31,management,single,tertiary,-173,1,0,6,5,396,2,0,0
38,management,married,tertiary,389,1,0,6,5,262,1,0,0
37,blue-collar,married,primary,215,1,1,6,5,308,3,0,0
35,technician,married,secondary,-131,1,0,6,5,467,2,0,0
31,management,single,secondary,783,1,0,6,5,320,1,0,0
41,admin.,married,secondary,0,1,0,6,5,160,3,0,0
40,services,divorced,secondary,105,1,0,6,5,189,2,0,0
29,admin.,married,secondary,182,1,1,6,5,477,1,0,0
49,admin.,married,secondary,82,1,0,6,5,310,1,0,0
42,management,married,tertiary,0,1,0,6,5,65,3,0,0
54,services,married,secondary,510,1,0,6,5,196,2,0,0
40,management,single,tertiary,242,1,0,6,5,221,2,0,0
53,admin.,married,secondary,244,1,1,6,5,197,2,0,0
49,management,married,tertiary,92,1,0,6,5,221,2,0,0
40,blue-collar,married,primary,0,1,0,6,5,64,2,0,0
29,student,single,secondary,948,1,0,6,5,75,2,0,0
36,blue-collar,married,primary,23,1,0,6,5,400,2,0,0
37,technician,married,secondary,710,1,0,6,5,378,3,0,0
39,services,married,secondary,1205,1,0,6,5,118,2,0,0
36,technician,married,secondary,368,1,1,6,5,1597,2,0,1
44,entrepreneur,married,tertiary,1631,1,0,6,5,346,2,0,0
40,admin.,married,secondary,6,1,0,6,5,60,3,0,0
49,blue-collar,married,secondary,26,1,0,6,5,276,2,0,0
57,management,married,tertiary,2142,1,0,6,5,251,3,0,0
24,services,single,secondary,77,1,1,6,5,390,2,0,0
33,admin.,married,secondary,21,0,0,6,5,189,3,0,0
43,services,divorced,secondary,0,1,0,6,5,125,2,0,0
43,admin.,single,secondary,-497,1,0,6,5,234,2,0,0
40,blue-collar,divorced,primary,369,0,0,6,5,79,2,0,0
35,technician,single,tertiary,226,1,1,6,5,283,3,0,0
47,technician,married,secondary,503,1,0,6,5,109,2,0,0
33,blue-collar,married,secondary,372,1,0,6,5,132,2,0,0
31,admin.,married,secondary,0,1,1,6,5,144,2,0,0
40,blue-collar,divorced,secondary,0,1,0,6,5,121,2,0,0
36,entrepreneur,married,tertiary,125,1,0,6,5,95,3,0,0
56,retired,divorced,primary,4,1,0,6,5,31,3,0,0
41,admin.,divorced,secondary,322,1,0,6,5,87,4,0,0
53,retired,married,secondary,303,1,0,6,5,593,2,0,0
39,blue-collar,married,secondary,607,1,0,6,5,99,2,0,0
44,blue-collar,divorced,secondary,579,1,0,6,5,198,2,0,0
38,admin.,married,secondary,3047,1,0,6,5,285,2,0,0
54,technician,divorced,secondary,83,1,0,6,5,190,3,0,0
58,management,married,tertiary,68,1,0,6,5,172,5,0,0
52,blue-collar,married,primary,58,1,0,6,5,213,3,0,0
28,admin.,single,secondary,251,1,0,6,5,178,2,0,0
36,blue-collar,married,secondary,688,1,0,6,5,174,2,0,0
60,retired,married,primary,364,1,0,6,5,631,2,0,0
42,services,divorced,secondary,55,1,0,6,5,176,5,0,0
42,admin.,married,secondary,101,1,0,6,5,32,3,0,0
44,management,married,tertiary,105,1,0,6,5,1529,2,0,0
51,blue-collar,divorced,primary,325,1,0,6,5,254,2,0,0
49,blue-collar,married,primary,198,1,0,6,5,200,2,0,0
37,blue-collar,married,secondary,183,1,0,6,5,112,4,0,0
34,management,married,tertiary,105,1,0,6,5,314,3,0,0
35,services,married,secondary,109,1,0,6,5,597,3,0,0
35,blue-collar,single,secondary,376,1,1,6,5,207,3,0,0
40,blue-collar,married,primary,-7,1,0,6,5,410,2,0,0
55,technician,married,secondary,0,0,0,6,5,160,3,0,0
55,retired,married,secondary,143,1,0,6,5,42,3,0,0
35,management,single,tertiary,550,1,0,6,5,55,2,0,0
57,blue-collar,married,primary,162,1,0,6,5,155,2,0,0
53,management,married,tertiary,115,1,0,6,5,336,3,0,0
41,blue-collar,married,primary,512,1,0,6,5,233,2,0,0
43,blue-collar,married,primary,1211,1,0,6,5,208,3,0,0
31,entrepreneur,married,tertiary,281,1,0,6,5,206,2,0,0
37,blue-collar,single,secondary,88,1,0,6,5,128,2,0,0
30,management,married,tertiary,32,1,0,6,5,122,3,0,0
30,admin.,single,secondary,115,1,0,6,5,66,3,0,0
54,blue-collar,married,secondary,254,1,0,6,5,66,2,0,0
36,management,married,tertiary,144,1,0,6,5,164,2,0,0
55,unemployed,married,tertiary,383,0,0,6,5,343,3,0,0
37,admin.,single,secondary,569,1,1,6,5,126,2,0,0
38,housemaid,married,secondary,0,1,0,6,5,59,3,0,0
48,admin.,married,secondary,3754,1,0,6,5,249,3,0,0
55,housemaid,divorced,tertiary,6920,1,0,6,5,406,3,0,0
59,services,married,secondary,307,1,1,6,5,250,7,0,0
37,technician,married,secondary,-421,1,0,6,5,183,5,0,0
33,blue-collar,divorced,secondary,60,0,0,6,5,190,3,0,0
44,blue-collar,married,primary,67,1,0,6,5,220,2,0,0
57,technician,married,secondary,402,1,0,6,5,153,3,0,0
30,self-employed,single,tertiary,800,0,0,6,5,95,2,0,0
42,technician,married,tertiary,239,1,1,6,5,191,3,0,0
51,blue-collar,divorced,secondary,421,1,0,6,5,216,2,0,0
44,admin.,divorced,secondary,161,1,0,7,5,89,2,0,0
46,technician,married,secondary,289,0,0,7,5,51,3,0,0
29,student,single,secondary,110,1,0,7,5,169,3,0,0
39,blue-collar,married,primary,245,1,0,7,5,148,3,0,0
42,services,married,secondary,0,1,0,7,5,132,3,0,0
50,blue-collar,married,primary,156,1,0,7,5,117,3,0,0
42,technician,single,secondary,0,1,0,7,5,275,4,0,0
39,admin.,married,secondary,20,1,0,7,5,124,2,0,0
55,technician,single,tertiary,92,1,0,7,5,118,3,0,0
46,services,married,secondary,89,1,0,7,5,479,2,0,0
42,blue-collar,married,secondary,166,1,0,7,5,285,3,0,0
45,management,married,tertiary,103,1,0,7,5,35,4,0,0
43,blue-collar,married,primary,-454,1,0,7,5,322,2,0,0
42,admin.,married,secondary,445,1,0,7,5,202,2,0,0
30,admin.,married,secondary,4,0,0,7,5,172,8,0,0
47,blue-collar,married,secondary,1001,1,0,7,5,201,4,0,0
51,services,divorced,secondary,-69,1,0,7,5,216,3,0,0
38,technician,single,secondary,42,1,0,7,5,195,2,0,0
42,management,divorced,tertiary,221,1,0,7,5,720,2,0,0
32,technician,divorced,secondary,210,1,1,7,5,188,2,0,0
46,management,married,tertiary,0,0,0,7,5,70,2,0,0
29,student,single,tertiary,185,1,0,7,5,141,3,0,0
59,retired,married,secondary,836,1,0,7,5,106,1,0,0
32,blue-collar,single,secondary,301,1,0,7,5,395,2,0,0
44,blue-collar,married,primary,503,1,0,7,5,629,2,0,0
40,retired,married,primary,407,1,0,7,5,502,1,0,0
31,blue-collar,single,secondary,53,1,0,7,5,446,1,0,0
46,self-employed,married,tertiary,2303,1,0,7,5,241,1,0,0
43,management,married,tertiary,144,1,0,7,5,131,3,0,0
34,services,married,secondary,205,1,0,7,5,312,1,0,0
39,management,married,tertiary,305,1,0,7,5,275,6,0,0
30,blue-collar,divorced,secondary,251,1,1,7,5,120,2,0,0
56,retired,married,secondary,0,1,0,7,5,333,4,0,0
29,technician,married,secondary,8,0,0,7,5,113,1,0,0
40,blue-collar,divorced,secondary,139,1,0,7,5,91,1,0,0
36,services,married,secondary,184,1,0,7,5,128,3,0,0
37,blue-collar,single,secondary,238,1,0,7,5,200,2,0,0
35,admin.,married,secondary,0,0,0,7,5,326,1,0,0
35,blue-collar,married,primary,0,1,0,7,5,292,1,0,0
47,services,married,primary,222,1,0,7,5,68,1,0,0
31,services,married,secondary,414,1,0,7,5,215,1,0,0
56,retired,single,primary,223,1,0,7,5,97,1,0,0
57,technician,married,secondary,197,0,0,7,5,32,1,0,0
36,blue-collar,married,secondary,-251,1,0,7,5,162,1,0,0
45,self-employed,divorced,secondary,-139,1,0,7,5,152,3,0,0
29,technician,single,tertiary,0,1,0,7,5,104,2,0,0
57,services,married,secondary,1,0,0,7,5,852,1,0,0
45,blue-collar,married,primary,97,1,0,7,5,923,3,0,0
31,blue-collar,single,primary,435,1,0,7,5,159,2,0,0
31,management,divorced,tertiary,0,1,0,7,5,953,3,0,0
37,technician,single,tertiary,147,0,0,7,5,416,2,0,0
30,technician,single,tertiary,3,1,0,7,5,174,1,0,0
58,services,divorced,secondary,1109,1,1,7,5,180,1,0,0
33,services,married,secondary,404,1,0,7,5,139,1,0,0
39,blue-collar,married,primary,981,1,0,7,5,294,1,0,0
33,blue-collar,single,primary,95,1,0,7,5,102,1,0,0
34,services,married,secondary,302,1,0,7,5,124,1,0,0
36,services,divorced,secondary,-290,1,1,7,5,128,1,0,0
37,services,single,secondary,259,1,0,7,5,130,1,0,0
35,blue-collar,married,secondary,527,1,1,7,5,143,1,0,0
55,retired,married,secondary,102,1,0,7,5,74,1,0,0
34,management,single,tertiary,872,1,0,7,5,105,2,0,0
40,management,divorced,tertiary,490,1,0,7,5,477,2,0,0
42,blue-collar,single,primary,19,1,0,7,5,158,1,0,0
37,blue-collar,married,secondary,16,1,0,7,5,250,1,0,0
42,management,married,tertiary,386,1,0,7,5,168,1,0,0
35,technician,single,secondary,539,1,0,7,5,520,1,0,0
44,technician,divorced,secondary,-329,1,0,7,5,171,1,0,0
30,services,single,secondary,-174,1,0,7,5,113,1,0,0
45,entrepreneur,married,secondary,68,1,0,7,5,254,1,0,0
36,admin.,divorced,secondary,0,1,0,7,5,133,2,0,0
49,blue-collar,married,secondary,64,1,0,7,5,293,3,0,0
31,blue-collar,single,secondary,1415,1,0,7,5,485,1,0,0
31,technician,single,secondary,147,1,0,7,5,374,1,0,0
39,blue-collar,married,secondary,72,1,0,7,5,425,6,0,0
37,services,single,secondary,-196,1,0,7,5,207,1,0,0
33,blue-collar,married,primary,716,1,0,7,5,83,3,0,0
37,management,married,tertiary,0,1,0,7,5,228,1,0,0
42,services,married,secondary,-246,1,0,7,5,149,1,0,0
56,blue-collar,married,secondary,-203,1,0,7,5,139,1,0,0
37,admin.,single,secondary,245,1,1,7,5,732,2,0,1
36,services,single,secondary,342,1,0,7,5,142,1,0,0
29,technician,single,tertiary,3,1,0,7,5,359,1,0,0
54,management,married,tertiary,-248,1,1,7,5,112,1,0,0
38,blue-collar,married,secondary,376,1,0,7,5,1521,1,0,0
43,blue-collar,divorced,secondary,370,1,0,7,5,216,1,0,0
47,admin.,single,secondary,594,1,0,7,5,161,1,0,0
47,blue-collar,married,secondary,387,1,0,7,5,122,2,0,0
38,services,married,secondary,208,1,0,7,5,800,1,0,0
40,blue-collar,married,secondary,563,1,0,7,5,615,1,0,0
33,services,divorced,secondary,392,1,1,7,5,254,1,0,0
33,retired,married,secondary,165,0,0,7,5,111,1,0,0
37,services,married,primary,52,1,0,7,5,359,1,0,0
40,management,single,tertiary,1265,1,0,7,5,97,1,0,0
37,blue-collar,married,primary,693,1,0,7,5,327,3,0,0
35,technician,married,secondary,118,1,0,7,5,236,1,0,0
49,blue-collar,married,primary,3659,1,0,7,5,160,1,0,0
26,blue-collar,single,secondary,24,1,0,7,5,180,1,0,0
38,management,single,tertiary,673,1,0,7,5,184,1,0,0
52,self-employed,married,secondary,273,0,0,7,5,227,1,0,0
33,services,divorced,secondary,327,1,0,7,5,109,1,0,0
31,admin.,single,secondary,299,1,0,7,5,492,2,0,0
32,blue-collar,married,secondary,0,1,0,7,5,298,1,0,0
35,blue-collar,single,primary,109,1,0,7,5,83,2,0,0
55,management,divorced,tertiary,552,0,0,7,5,241,2,0,0
32,blue-collar,divorced,primary,473,1,0,7,5,204,2,0,0
45,blue-collar,married,secondary,154,1,0,7,5,1138,1,0,1
31,technician,married,secondary,344,1,0,7,5,123,1,0,0
38,admin.,married,secondary,8,1,0,7,5,125,1,0,0
37,services,married,secondary,78,1,0,7,5,295,2,0,0
38,blue-collar,married,secondary,266,1,0,7,5,287,1,0,0
33,housemaid,married,tertiary,98,1,1,7,5,109,1,0,0
38,blue-collar,married,primary,83,1,0,7,5,140,2,0,0
37,management,single,tertiary,45,1,0,7,5,204,1,0,0
29,unemployed,married,tertiary,8,1,0,7,5,233,1,0,0
42,management,married,tertiary,263,1,0,7,5,254,1,0,0
40,blue-collar,married,secondary,306,1,0,7,5,184,2,0,0
32,management,married,tertiary,233,1,0,7,5,193,1,0,0
47,management,divorced,tertiary,447,0,1,7,5,126,1,0,0
29,student,single,secondary,872,1,0,7,5,230,1,0,0
53,services,divorced,primary,-291,1,1,7,5,591,1,0,1
31,services,married,tertiary,309,1,1,7,5,294,1,0,0
59,blue-collar,married,secondary,202,1,0,7,5,173,1,0,0
29,entrepreneur,married,primary,56,1,1,7,5,336,1,0,0
59,blue-collar,married,primary,229,1,1,7,5,19,1,0,0
44,blue-collar,married,primary,143,1,0,7,5,153,1,0,0
38,admin.,single,secondary,100,1,0,7,5,786,1,0,1
49,admin.,married,secondary,326,1,0,7,5,99,2,0,0
43,blue-collar,married,secondary,167,1,0,7,5,243,1,0,0
52,admin.,single,secondary,545,1,0,7,5,260,1,0,0
40,admin.,married,secondary,2100,1,1,7,5,164,2,0,0
32,services,married,secondary,0,1,1,7,5,255,2,0,0
47,admin.,married,primary,192,1,0,7,5,47,1,0,0
33,management,married,tertiary,442,1,0,7,5,463,1,0,0
35,management,married,tertiary,267,1,0,7,5,192,1,0,0
27,services,single,secondary,0,1,0,7,5,388,7,0,0
50,blue-collar,married,primary,377,1,0,7,5,221,1,0,0
44,retired,married,secondary,7624,0,0,7,5,126,5,0,0
43,self-employed,married,primary,66,1,0,7,5,175,5,0,0
32,admin.,single,secondary,64,1,0,7,5,202,2,0,0
47,management,divorced,tertiary,34,1,0,7,5,104,1,0,0
34,admin.,divorced,secondary,627,1,0,7,5,283,2,0,0
57,self-employed,married,primary,1013,1,0,7,5,448,1,0,0
43,admin.,single,secondary,140,1,0,7,5,127,1,0,0
40,services,single,tertiary,8823,1,0,7,5,378,1,0,0
28,blue-collar,single,secondary,97,1,0,7,5,67,1,0,0
37,unemployed,divorced,secondary,74,1,0,7,5,150,1,0,0
44,admin.,married,secondary,58544,1,0,7,5,144,2,0,0
41,technician,married,secondary,169,1,0,7,5,296,2,0,0
37,self-employed,married,tertiary,444,1,0,7,5,401,2,0,0
30,services,single,tertiary,542,1,0,7,5,435,2,0,0
32,blue-collar,married,secondary,-205,1,0,7,5,388,1,0,0
30,management,single,tertiary,112,1,0,7,5,245,1,0,0
35,services,married,secondary,39,0,0,7,5,143,1,0,0
55,blue-collar,married,secondary,1268,1,0,7,5,223,2,0,0
